state,district,region,biometric_total,demographic_total,enrolment_total,child_enrolment,adult_enrolment,total_activity,bio_coverage_pct,child_share_pct
Gujarat,Patan,GUJARAT - PATAN,58873.0,15508.0,8334.0,7662.0,672.0,82715.0,706.42,91.94
Jharkhand,Deoghar,JHARKHAND - DEOGHAR,50796.0,23983.0,7517.0,7411.0,106.0,82296.0,675.75,98.59
Odisha,Kendrapara,ODISHA - KENDRAPARA,60274.0,18276.0,3508.0,3460.0,48.0,82058.0,1718.19,98.63
Telangana,Medchal-malkajgiri,TELANGANA - MEDCHAL-MALKAJGIRI,22973.0,55223.0,3718.0,3621.0,97.0,81914.0,617.89,97.39
Chhattisgarh,Surajpur,CHHATTISGARH - SURAJPUR,57933.0,21396.0,2579.0,2574.0,5.0,81908.0,2246.34,99.81
Andhra Pradesh,Ananthapur,ANDHRA PRADESH - ANANTHAPUR,65473.0,14566.0,1795.0,1795.0,0.0,81834.0,3647.52,100.0
Madhya Pradesh,Burhanpur,MADHYA PRADESH - BURHANPUR,62623.0,9926.0,9223.0,8844.0,379.0,81772.0,678.99,95.89
Punjab,Tarn Taran,PUNJAB - TARN TARAN,59988.0,18876.0,2642.0,2622.0,20.0,81506.0,2270.55,99.24
Punjab,Sangrur,PUNJAB - SANGRUR,62824.0,16434.0,2081.0,2042.0,39.0,81339.0,3018.93,98.13
Haryana,Rohtak,HARYANA - ROHTAK,59556.0,18413.0,3112.0,3051.0,61.0,81081.0,1913.75,98.04
Jammu and Kashmir,Srinagar,JAMMU AND KASHMIR - SRINAGAR,54475.0,23488.0,2878.0,2745.0,133.0,80841.0,1892.81,95.38
Karnataka,Koppal,KARNATAKA - KOPPAL,48245.0,27018.0,4968.0,4931.0,37.0,80231.0,971.12,99.26
Karnataka,Chitradurga,KARNATAKA - CHITRADURGA,47894.0,28380.0,3867.0,3824.0,43.0,80141.0,1238.53,98.89
Uttar Pradesh,Auraiya,UTTAR PRADESH - AURAIYA,50235.0,26286.0,3312.0,3302.0,10.0,79833.0,1516.76,99.7
Rajasthan,Chittorgarh,RAJASTHAN - CHITTORGARH,50189.0,23878.0,5368.0,5254.0,114.0,79435.0,934.97,97.88
Madhya Pradesh,Anuppur,MADHYA PRADESH - ANUPPUR,58332.0,17944.0,2897.0,2885.0,12.0,79173.0,2013.53,99.59
Uttar Pradesh,Hapur,UTTAR PRADESH - HAPUR,44550.0,27875.0,6726.0,6692.0,34.0,79151.0,662.36,99.49
Kerala,Kasaragod,KERALA - KASARAGOD,59401.0,15721.0,3211.0,3150.0,61.0,78333.0,1849.92,98.1
Madhya Pradesh,Sheopur,MADHYA PRADESH - SHEOPUR,45551.0,26137.0,6524.0,6398.0,126.0,78212.0,698.21,98.07
Madhya Pradesh,Neemuch,MADHYA PRADESH - NEEMUCH,48397.0,25214.0,4535.0,4518.0,17.0,78146.0,1067.19,99.63
Karnataka,Mandya,KARNATAKA - MANDYA,52762.0,22007.0,3288.0,3245.0,43.0,78057.0,1604.68,98.69
Delhi,Central Delhi,DELHI - CENTRAL DELHI,44170.0,30099.0,3713.0,3533.0,180.0,77982.0,1189.6,95.15
Jharkhand,Chatra,JHARKHAND - CHATRA,49828.0,22242.0,5655.0,5621.0,34.0,77725.0,881.13,99.4
Tamil Nadu,Thiruvarur,TAMIL NADU - THIRUVARUR,50968.0,22917.0,3663.0,3660.0,3.0,77548.0,1391.43,99.92
West Bengal,Koch Bihar,WEST BENGAL - KOCH BIHAR,11261.0,63094.0,3018.0,3009.0,9.0,77373.0,373.13,99.7
Assam,Kamrup,ASSAM - KAMRUP,35461.0,28301.0,13133.0,12162.0,971.0,76895.0,270.01,92.61
Odisha,Dhenkanal,ODISHA - DHENKANAL,58981.0,15310.0,2485.0,2477.0,8.0,76776.0,2373.48,99.68
Rajasthan,Rajsamand,RAJASTHAN - RAJSAMAND,49963.0,22617.0,3905.0,3880.0,25.0,76485.0,1279.46,99.36
Tamil Nadu,Kanniyakumari,TAMIL NADU - KANNIYAKUMARI,54279.0,19795.0,1993.0,1992.0,1.0,76067.0,2723.48,99.95
Uttar Pradesh,Chitrakoot,UTTAR PRADESH - CHITRAKOOT,48592.0,22369.0,4706.0,4693.0,13.0,75667.0,1032.55,99.72
Jammu and Kashmir,Kupwara,JAMMU AND KASHMIR - KUPWARA,39614.0,33385.0,2596.0,2556.0,40.0,75595.0,1525.96,98.46
Haryana,Kurukshetra,HARYANA - KURUKSHETRA,54047.0,19276.0,2192.0,2181.0,11.0,75515.0,2465.65,99.5
Jammu and Kashmir,Baramula,JAMMU AND KASHMIR - BARAMULA,47503.0,24634.0,3303.0,3239.0,64.0,75440.0,1438.18,98.06
Uttar Pradesh,Shrawasti,UTTAR PRADESH - SHRAWASTI,42530.0,27693.0,4634.0,4502.0,132.0,74857.0,917.78,97.15
Haryana,Rewari,HARYANA - REWARI,39439.0,32696.0,2272.0,2266.0,6.0,74407.0,1735.87,99.74
Odisha,Puri,ODISHA - PURI,54394.0,16307.0,3045.0,3041.0,4.0,73746.0,1786.34,99.87
Madhya Pradesh,Narsinghpur,MADHYA PRADESH - NARSINGHPUR,52567.0,16331.0,4593.0,4507.0,86.0,73491.0,1144.5,98.13
Rajasthan,Pratapgarh,RAJASTHAN - PRATAPGARH,45960.0,24123.0,3342.0,3326.0,16.0,73425.0,1375.22,99.52
Rajasthan,Bundi,RAJASTHAN - BUNDI,49640.0,18957.0,4283.0,4170.0,113.0,72880.0,1159.0,97.36
Bihar,Munger,BIHAR - MUNGER,37326.0,29754.0,5555.0,5450.0,105.0,72635.0,671.94,98.11
Gujarat,Amreli,GUJARAT - AMRELI,55230.0,13275.0,3760.0,3532.0,228.0,72265.0,1468.88,93.94
Karnataka,Yadgir,KARNATAKA - YADGIR,48594.0,17918.0,5701.0,5600.0,101.0,72213.0,852.38,98.23
Bihar,Lakhisarai,BIHAR - LAKHISARAI,36893.0,29468.0,5793.0,5728.0,65.0,72154.0,636.85,98.88
Karnataka,Bellary,KARNATAKA - BELLARY,53109.0,14252.0,3780.0,3779.0,1.0,71141.0,1405.0,99.97
Uttar Pradesh,Hamirpur,UTTAR PRADESH - HAMIRPUR,43796.0,23303.0,3104.0,3081.0,23.0,70203.0,1410.95,99.26
Tamil Nadu,Ariyalur,TAMIL NADU - ARIYALUR,56564.0,11396.0,2119.0,2039.0,80.0,70079.0,2669.37,96.22
Punjab,Fazilka,PUNJAB - FAZILKA,47095.0,21078.0,1694.0,1688.0,6.0,69867.0,2780.11,99.65
Madhya Pradesh,Alirajpur,MADHYA PRADESH - ALIRAJPUR,52981.0,10188.0,6495.0,6158.0,337.0,69664.0,815.72,94.81
Maharashtra,Mumbai City,MAHARASHTRA - MUMBAI CITY,36775.0,30030.0,2625.0,2474.0,151.0,69430.0,1400.95,94.25
Karnataka,Mysuru,KARNATAKA - MYSURU,43197.0,22046.0,3998.0,3761.0,237.0,69241.0,1080.47,94.07
Chhattisgarh,Koriya,CHHATTISGARH - KORIYA,47710.0,19949.0,1553.0,1552.0,1.0,69212.0,3072.12,99.94
Karnataka,Bangalore Rural,KARNATAKA - BANGALORE RURAL,30278.0,36455.0,2386.0,2263.0,123.0,69119.0,1268.99,94.84
Odisha,Angul,ODISHA - ANGUL,51381.0,14850.0,2661.0,2649.0,12.0,68892.0,1930.89,99.55
Haryana,Jhajjar,HARYANA - JHAJJAR,45261.0,21170.0,2378.0,2371.0,7.0,68809.0,1903.32,99.71
Jharkhand,Seraikela-Kharsawan,JHARKHAND - SERAIKELA-KHARSAWAN,51021.0,14374.0,2951.0,2924.0,27.0,68346.0,1728.94,99.09
West Bengal,Darjeeling,WEST BENGAL - DARJEELING,30789.0,29997.0,6902.0,6144.0,758.0,67688.0,446.09,89.02
Karnataka,Tumkur,KARNATAKA - TUMKUR,50808.0,13712.0,2634.0,2634.0,0.0,67154.0,1928.93,100.0
Karnataka,Gulbarga,KARNATAKA - GULBARGA,49775.0,13306.0,3855.0,3853.0,2.0,66936.0,1291.18,99.95
Madhya Pradesh,Datia,MADHYA PRADESH - DATIA,38690.0,22016.0,5291.0,5249.0,42.0,65997.0,731.24,99.21
Odisha,Kandhamal,ODISHA - KANDHAMAL,44622.0,18327.0,2627.0,2619.0,8.0,65576.0,1698.59,99.7
Punjab,Moga,PUNJAB - MOGA,47481.0,16571.0,1350.0,1310.0,40.0,65402.0,3517.11,97.04
Odisha,Rayagada,ODISHA - RAYAGADA,46107.0,16314.0,2582.0,2579.0,3.0,65003.0,1785.71,99.88
Kerala,Pathanamthitta,KERALA - PATHANAMTHITTA,48656.0,14160.0,1752.0,1681.0,71.0,64568.0,2777.17,95.95
Karnataka,Hassan,KARNATAKA - HASSAN,37080.0,25106.0,2220.0,2202.0,18.0,64406.0,1670.27,99.19
Manipur,Bishnupur,MANIPUR - BISHNUPUR,28381.0,34954.0,1003.0,966.0,37.0,64338.0,2829.61,96.31
Tamil Nadu,Karur,TAMIL NADU - KARUR,43733.0,17035.0,3551.0,3550.0,1.0,64319.0,1231.57,99.97
Jharkhand,Simdega,JHARKHAND - SIMDEGA,49771.0,12400.0,1804.0,1791.0,13.0,63975.0,2758.92,99.28
West Bengal,South Twenty Four Parganas,WEST BENGAL - SOUTH TWENTY FOUR PARGANAS,27449.0,32318.0,3854.0,3850.0,4.0,63621.0,712.22,99.9
Andhra Pradesh,Warangal,ANDHRA PRADESH - WARANGAL,42150.0,19934.0,994.0,994.0,0.0,63078.0,4240.44,100.0
Assam,Karimganj,ASSAM - KARIMGANJ,26145.0,23061.0,13721.0,13130.0,591.0,62927.0,190.55,95.69
Madhya Pradesh,Khandwa,MADHYA PRADESH - KHANDWA,49088.0,9523.0,4074.0,4000.0,74.0,62685.0,1204.91,98.18
Odisha,Jajapur,ODISHA - JAJAPUR,46457.0,13761.0,2232.0,2230.0,2.0,62450.0,2081.41,99.91
Andhra Pradesh,Adilabad,ANDHRA PRADESH - ADILABAD,42263.0,18333.0,1310.0,1309.0,1.0,61906.0,3226.18,99.92
Odisha,Nayagarh,ODISHA - NAYAGARH,48940.0,10477.0,2090.0,2079.0,11.0,61507.0,2341.63,99.47
Karnataka,Vijayapura,KARNATAKA - VIJAYAPURA,40857.0,15569.0,5009.0,4930.0,79.0,61435.0,815.67,98.42
Telangana,Vikarabad,TELANGANA - VIKARABAD,11920.0,47092.0,2402.0,2400.0,2.0,61414.0,496.25,99.92
Assam,Marigaon,ASSAM - MARIGAON,27069.0,24259.0,9530.0,8960.0,570.0,60858.0,284.04,94.02
Himachal Pradesh,Mandi,HIMACHAL PRADESH - MANDI,49405.0,8965.0,2214.0,2204.0,10.0,60584.0,2231.48,99.55
Karnataka,Bijapur,KARNATAKA - BIJAPUR,42172.0,14594.0,3728.0,3724.0,4.0,60494.0,1131.22,99.89
Jammu and Kashmir,Anantnag,JAMMU AND KASHMIR - ANANTNAG,35879.0,20957.0,3024.0,2990.0,34.0,59860.0,1186.47,98.88
Haryana,Mahendragarh,HARYANA - MAHENDRAGARH,38298.0,18994.0,2498.0,2474.0,24.0,59790.0,1533.15,99.04
Bihar,Jehanabad,BIHAR - JEHANABAD,27241.0,28188.0,4327.0,4191.0,136.0,59756.0,629.56,96.86
Punjab,Mansa,PUNJAB - MANSA,43882.0,14441.0,999.0,988.0,11.0,59322.0,4392.59,98.9
Maharashtra,Sindhudurg,MAHARASHTRA - SINDHUDURG,37654.0,20633.0,1033.0,1013.0,20.0,59320.0,3645.11,98.06
Punjab,Ferozepur,PUNJAB - FEROZEPUR,40850.0,17052.0,1249.0,1244.0,5.0,59151.0,3270.62,99.6
Karnataka,Mysore,KARNATAKA - MYSORE,43238.0,12722.0,2753.0,2752.0,1.0,58713.0,1570.58,99.96
Uttarakhand,Tehri Garhwal,UTTARAKHAND - TEHRI GARHWAL,41252.0,14923.0,2448.0,2436.0,12.0,58623.0,1685.13,99.51
Assam,Karbi Anglong,ASSAM - KARBI ANGLONG,30604.0,20089.0,7812.0,6768.0,1044.0,58505.0,391.76,86.64
Odisha,Sambalpur,ODISHA - SAMBALPUR,40559.0,15357.0,2296.0,2295.0,1.0,58212.0,1766.51,99.96
Andhra Pradesh,Rangareddi,ANDHRA PRADESH - RANGAREDDI,43181.0,12973.0,1728.0,1728.0,0.0,57882.0,2498.9,100.0
Tripura,South Tripura,TRIPURA - SOUTH TRIPURA,41062.0,14750.0,1908.0,1904.0,4.0,57720.0,2152.1,99.79
Odisha,Gajapati,ODISHA - GAJAPATI,45836.0,10031.0,1783.0,1768.0,15.0,57650.0,2570.72,99.16
Uttar Pradesh,Mahoba,UTTAR PRADESH - MAHOBA,35682.0,19188.0,2642.0,2633.0,9.0,57512.0,1350.57,99.66
Karnataka,Ramanagar,KARNATAKA - RAMANAGAR,33153.0,21391.0,2667.0,2656.0,11.0,57211.0,1243.08,99.59
Assam,Goalpara,ASSAM - GOALPARA,22375.0,24948.0,9379.0,8650.0,729.0,56702.0,238.56,92.23
West Bengal,Haora,WEST BENGAL - HAORA,22815.0,31078.0,2614.0,2614.0,0.0,56507.0,872.8,100.0
Assam,Bongaigaon,ASSAM - BONGAIGAON,29262.0,24347.0,2898.0,2714.0,184.0,56507.0,1009.73,93.65
Assam,Sonitpur,ASSAM - SONITPUR,23852.0,23673.0,8669.0,7742.0,927.0,56194.0,275.14,89.31
Chhattisgarh,Gariyaband,CHHATTISGARH - GARIYABAND,40922.0,13847.0,1408.0,1403.0,5.0,56177.0,2906.39,99.64
Chhattisgarh,Kanker,CHHATTISGARH - KANKER,40958.0,13134.0,1556.0,1554.0,2.0,55648.0,2632.26,99.87
Tamil Nadu,Perambalur,TAMIL NADU - PERAMBALUR,44549.0,9081.0,1880.0,1880.0,0.0,55510.0,2369.63,100.0
Karnataka,Chikkaballapur,KARNATAKA - CHIKKABALLAPUR,32062.0,20452.0,2749.0,2735.0,14.0,55263.0,1166.32,99.49
Andhra Pradesh,Khammam,ANDHRA PRADESH - KHAMMAM,33958.0,19575.0,1042.0,1042.0,0.0,54575.0,3258.93,100.0
Haryana,Panchkula,HARYANA - PANCHKULA,29679.0,23584.0,1251.0,1246.0,5.0,54514.0,2372.42,99.6
Karnataka,Tumakuru,KARNATAKA - TUMAKURU,34712.0,15795.0,2675.0,2631.0,44.0,53182.0,1297.64,98.36
Punjab,Sri Muktsar Sahib,PUNJAB - SRI MUKTSAR SAHIB,41098.0,10754.0,1195.0,1188.0,7.0,53047.0,3439.16,99.41
Punjab,Kapurthala,PUNJAB - KAPURTHALA,39911.0,9376.0,3520.0,2383.0,1137.0,52807.0,1133.84,67.7
Meghalaya,East Khasi Hills,MEGHALAYA - EAST KHASI HILLS,17081.0,7874.0,27798.0,18244.0,9554.0,52753.0,61.45,65.63
Madhya Pradesh,Umaria,MADHYA PRADESH - UMARIA,30681.0,17353.0,4711.0,4679.0,32.0,52745.0,651.26,99.32
Karnataka,Uttara Kannada,KARNATAKA - UTTARA KANNADA,33902.0,15332.0,3166.0,3137.0,29.0,52400.0,1070.81,99.08
Jharkhand,Pakur,JHARKHAND - PAKUR,27902.0,17576.0,6653.0,6609.0,44.0,52131.0,419.39,99.34
Jharkhand,Latehar,JHARKHAND - LATEHAR,32049.0,17644.0,2273.0,2263.0,10.0,51966.0,1409.99,99.56
Rajasthan,Jaisalmer,RAJASTHAN - JAISALMER,35791.0,13691.0,2415.0,2369.0,46.0,51897.0,1482.03,98.1
Gujarat,Navsari,GUJARAT - NAVSARI,36093.0,13019.0,2497.0,2398.0,99.0,51609.0,1445.45,96.04
Bihar,Sheikhpura,BIHAR - SHEIKHPURA,31078.0,17677.0,2801.0,2782.0,19.0,51556.0,1109.53,99.32
Karnataka,Gadag,KARNATAKA - GADAG,31875.0,14979.0,4096.0,4078.0,18.0,50950.0,778.2,99.56
Odisha,Malkangiri,ODISHA - MALKANGIRI,35710.0,12597.0,2616.0,2614.0,2.0,50923.0,1365.06,99.92
Jammu and Kashmir,Punch,JAMMU AND KASHMIR - PUNCH,33714.0,14671.0,2411.0,2394.0,17.0,50796.0,1398.34,99.29
Telangana,Suryapet,TELANGANA - SURYAPET,16422.0,32339.0,1874.0,1872.0,2.0,50635.0,876.31,99.89
Meghalaya,West Garo Hills,MEGHALAYA - WEST GARO HILLS,27482.0,7440.0,15559.0,11034.0,4525.0,50481.0,176.63,70.92
Jammu and Kashmir,Rajouri,JAMMU AND KASHMIR - RAJOURI,39377.0,8520.0,2399.0,2390.0,9.0,50296.0,1641.39,99.62
Jharkhand,Jamtara,JHARKHAND - JAMTARA,30541.0,15318.0,4033.0,4017.0,16.0,49892.0,757.28,99.6
Maharashtra,Buldana,MAHARASHTRA - BULDANA,29305.0,19411.0,930.0,930.0,0.0,49646.0,3151.08,100.0
Uttarakhand,Pauri Garhwal,UTTARAKHAND - PAURI GARHWAL,33501.0,14420.0,1638.0,1625.0,13.0,49559.0,2045.24,99.21
Andhra Pradesh,Nalgonda,ANDHRA PRADESH - NALGONDA,27573.0,20522.0,1077.0,1077.0,0.0,49172.0,2560.17,100.0
Assam,Lakhimpur,ASSAM - LAKHIMPUR,22316.0,19654.0,6704.0,6108.0,596.0,48674.0,332.88,91.11
Odisha,Nuapada,ODISHA - NUAPADA,37375.0,9389.0,1853.0,1851.0,2.0,48617.0,2017.0,99.89
Kerala,Idukki,KERALA - IDUKKI,37175.0,9731.0,1527.0,1499.0,28.0,48433.0,2434.51,98.17
Gujarat,Morbi,GUJARAT - MORBI,26058.0,14555.0,7664.0,7040.0,624.0,48277.0,340.01,91.86
Odisha,Jagatsinghapur,ODISHA - JAGATSINGHAPUR,37692.0,6437.0,2784.0,2760.0,24.0,46913.0,1353.88,99.14
Jharkhand,Khunti,JHARKHAND - KHUNTI,34367.0,10030.0,2389.0,2344.0,45.0,46786.0,1438.55,98.12
Assam,Hojai,ASSAM - HOJAI,22946.0,16715.0,6673.0,6538.0,135.0,46334.0,343.86,97.98
Jammu and Kashmir,Kathua,JAMMU AND KASHMIR - KATHUA,31506.0,12078.0,2721.0,2713.0,8.0,46305.0,1157.88,99.71
Delhi,North East,DELHI - NORTH EAST,39147.0,5544.0,1524.0,1522.0,2.0,46215.0,2568.7,99.87
Karnataka,Ballari,KARNATAKA - BALLARI,28817.0,14484.0,2489.0,2426.0,63.0,45790.0,1157.77,97.47
Karnataka,Udupi,KARNATAKA - UDUPI,28186.0,13891.0,3291.0,3248.0,43.0,45368.0,856.46,98.69
Jharkhand,Ramgarh,JHARKHAND - RAMGARH,28502.0,14009.0,2632.0,2621.0,11.0,45143.0,1082.9,99.58
Telangana,Sangareddy,TELANGANA - SANGAREDDY,17632.0,24997.0,2461.0,2452.0,9.0,45090.0,716.46,99.63
Punjab,Rupnagar,PUNJAB - RUPNAGAR,35269.0,8626.0,1134.0,1121.0,13.0,45029.0,3110.14,98.85
Jammu and Kashmir,Udhampur,JAMMU AND KASHMIR - UDHAMPUR,33605.0,8928.0,2490.0,2479.0,11.0,45023.0,1349.6,99.56
Assam,Darrang,ASSAM - DARRANG,21577.0,16081.0,7172.0,5884.0,1288.0,44830.0,300.85,82.04
Maharashtra,Raigad,MAHARASHTRA - RAIGAD,11099.0,30276.0,3181.0,3084.0,97.0,44556.0,348.92,96.95
Chhattisgarh,Kabeerdham,CHHATTISGARH - KABEERDHAM,23970.0,19667.0,854.0,851.0,3.0,44491.0,2806.79,99.65
Assam,Dibrugarh,ASSAM - DIBRUGARH,21350.0,16046.0,6882.0,5406.0,1476.0,44278.0,310.23,78.55
Bihar,Sheohar,BIHAR - SHEOHAR,23966.0,17350.0,2863.0,2855.0,8.0,44179.0,837.09,99.72
West Bengal,East Midnapore,WEST BENGAL - EAST MIDNAPORE,22157.0,19318.0,1937.0,1933.0,4.0,43412.0,1143.88,99.79
Tripura,North Tripura,TRIPURA - NORTH TRIPURA,34172.0,7448.0,1334.0,1310.0,24.0,42954.0,2561.62,98.2
Bihar,Arwal,BIHAR - ARWAL,23055.0,16064.0,3471.0,3438.0,33.0,42590.0,664.22,99.05
Assam,Tinsukia,ASSAM - TINSUKIA,14527.0,19980.0,7713.0,6238.0,1475.0,42220.0,188.34,80.88
West Bengal,West Midnapore,WEST BENGAL - WEST MIDNAPORE,15541.0,24597.0,2007.0,2005.0,2.0,42145.0,774.34,99.9
Himachal Pradesh,Shimla,HIMACHAL PRADESH - SHIMLA,31152.0,9394.0,1457.0,1437.0,20.0,42003.0,2138.09,98.63
Jammu and Kashmir,Pulwama,JAMMU AND KASHMIR - PULWAMA,25357.0,14872.0,1692.0,1678.0,14.0,41921.0,1498.64,99.17
Assam,Golaghat,ASSAM - GOLAGHAT,15865.0,14282.0,11320.0,9401.0,1919.0,41467.0,140.15,83.05
Goa,North Goa,GOA - NORTH GOA,29977.0,10314.0,1143.0,1061.0,82.0,41434.0,2622.66,92.83
Assam,Kamrup Metro,ASSAM - KAMRUP METRO,21324.0,14210.0,5842.0,4519.0,1323.0,41376.0,365.01,77.35
Tamil Nadu,The Nilgiris,TAMIL NADU - THE NILGIRIS,30778.0,8923.0,1475.0,1470.0,5.0,41176.0,2086.64,99.66
Karnataka,Shivamogga,KARNATAKA - SHIVAMOGGA,27340.0,11821.0,1985.0,1943.0,42.0,41146.0,1377.33,97.88
Madhya Pradesh,East Nimar,MADHYA PRADESH - EAST NIMAR,32594.0,4695.0,3426.0,3407.0,19.0,40715.0,951.37,99.45
Telangana,Siddipet,TELANGANA - SIDDIPET,13295.0,25683.0,1730.0,1729.0,1.0,40708.0,768.5,99.94
Kerala,Wayanad,KERALA - WAYANAD,29992.0,9140.0,1367.0,1350.0,17.0,40499.0,2194.0,98.76
Telangana,Bhadradri Kothagudem,TELANGANA - BHADRADRI KOTHAGUDEM,17712.0,19459.0,3002.0,2964.0,38.0,40173.0,590.01,98.73
Gujarat,Gir Somnath,GUJARAT - GIR SOMNATH,27919.0,6595.0,5409.0,5049.0,360.0,39923.0,516.16,93.34
Odisha,JAJPUR,ODISHA - JAJPUR,29311.0,7888.0,2199.0,2152.0,47.0,39398.0,1332.92,97.86
Punjab,Faridkot,PUNJAB - FARIDKOT,29282.0,9271.0,819.0,810.0,9.0,39372.0,3575.34,98.9
Jharkhand,Lohardaga,JHARKHAND - LOHARDAGA,29390.0,7158.0,2743.0,2687.0,56.0,39291.0,1071.45,97.96
Jharkhand,Koderma,JHARKHAND - KODERMA,28552.0,7678.0,2855.0,2844.0,11.0,39085.0,1000.07,99.61
Gujarat,Narmada,GUJARAT - NARMADA,29695.0,8226.0,1119.0,1090.0,29.0,39040.0,2653.71,97.41
Madhya Pradesh,Harda,MADHYA PRADESH - HARDA,30376.0,6724.0,1867.0,1850.0,17.0,38967.0,1627.0,99.09
Assam,Kokrajhar,ASSAM - KOKRAJHAR,21966.0,12688.0,4081.0,3644.0,437.0,38735.0,538.25,89.29
Himachal Pradesh,Chamba,HIMACHAL PRADESH - CHAMBA,25525.0,11020.0,1483.0,1476.0,7.0,38028.0,1721.17,99.53
Jammu and Kashmir,Doda,JAMMU AND KASHMIR - DODA,28171.0,6115.0,3685.0,3670.0,15.0,37971.0,764.48,99.59
Punjab,Fatehgarh Sahib,PUNJAB - FATEHGARH SAHIB,28447.0,8514.0,948.0,938.0,10.0,37909.0,3000.74,98.95
Manipur,Senapati,MANIPUR - SENAPATI,19038.0,17346.0,1309.0,1294.0,15.0,37693.0,1454.39,98.85
Gujarat,Tapi,GUJARAT - TAPI,29887.0,5702.0,1980.0,1842.0,138.0,37569.0,1509.44,93.03
Puducherry,Puducherry,PUDUCHERRY - PUDUCHERRY,23569.0,12771.0,1168.0,1145.0,23.0,37508.0,2017.89,98.03
Himachal Pradesh,Sirmaur,HIMACHAL PRADESH - SIRMAUR,23085.0,12623.0,1397.0,1391.0,6.0,37105.0,1652.47,99.57
Gujarat,Chhotaudepur,GUJARAT - CHHOTAUDEPUR,28094.0,4675.0,3936.0,3349.0,587.0,36705.0,713.77,85.09
Telangana,Nirmal,TELANGANA - NIRMAL,10857.0,24445.0,1266.0,1263.0,3.0,36568.0,857.58,99.76
Assam,Hailakandi,ASSAM - HAILAKANDI,17419.0,13835.0,5112.0,4805.0,307.0,36366.0,340.75,93.99
Andhra Pradesh,N. T. R,ANDHRA PRADESH - N. T. R,11524.0,23844.0,842.0,801.0,41.0,36210.0,1368.65,95.13
Tamil Nadu,Kanyakumari,TAMIL NADU - KANYAKUMARI,23357.0,10280.0,1777.0,1761.0,16.0,35414.0,1314.41,99.1
Telangana,Yadadri.,TELANGANA - YADADRI.,10499.0,23245.0,1462.0,1461.0,1.0,35206.0,718.13,99.93
Punjab,Barnala,PUNJAB - BARNALA,27224.0,6745.0,908.0,900.0,8.0,34877.0,2998.24,99.12
Gujarat,Porbandar,GUJARAT - PORBANDAR,24892.0,7488.0,2362.0,2184.0,178.0,34742.0,1053.85,92.46
Assam,Dhemaji,ASSAM - DHEMAJI,15943.0,12159.0,6604.0,5436.0,1168.0,34706.0,241.41,82.31
Andhra Pradesh,Annamayya,ANDHRA PRADESH - ANNAMAYYA,8274.0,25088.0,908.0,812.0,96.0,34270.0,911.23,89.43
Tripura,Dhalai,TRIPURA - DHALAI,25266.0,7534.0,1265.0,1230.0,35.0,34065.0,1997.31,97.23
Telangana,Jogulamba Gadwal,TELANGANA - JOGULAMBA GADWAL,8957.0,23166.0,1707.0,1705.0,2.0,33830.0,524.72,99.88
Goa,South Goa,GOA - SOUTH GOA,23758.0,8827.0,851.0,795.0,56.0,33436.0,2791.77,93.42
Chhattisgarh,Bijapur,CHHATTISGARH - BIJAPUR,21500.0,5874.0,6034.0,4828.0,1206.0,33408.0,356.31,80.01
Andhra Pradesh,Tirupati,ANDHRA PRADESH - TIRUPATI,8913.0,23026.0,1423.0,1237.0,186.0,33362.0,626.35,86.93
Karnataka,Shimoga,KARNATAKA - SHIMOGA,21835.0,9090.0,2028.0,2028.0,0.0,32953.0,1076.68,100.0
Uttar Pradesh,Prayagraj,UTTAR PRADESH - PRAYAGRAJ,16629.0,13474.0,2698.0,2521.0,177.0,32801.0,616.35,93.44
Manipur,Churachandpur,MANIPUR - CHURACHANDPUR,16034.0,12293.0,4350.0,4248.0,102.0,32677.0,368.6,97.66
Uttarakhand,Almora,UTTARAKHAND - ALMORA,23403.0,8034.0,1208.0,1200.0,8.0,32645.0,1937.33,99.34
Punjab,Pathankot,PUNJAB - PATHANKOT,20978.0,10555.0,1019.0,1004.0,15.0,32552.0,2058.68,98.53
Assam,Chirang,ASSAM - CHIRANG,21304.0,8076.0,3140.0,2901.0,239.0,32520.0,678.47,92.39
Himachal Pradesh,Solan,HIMACHAL PRADESH - SOLAN,26149.0,5091.0,1064.0,1059.0,5.0,32304.0,2457.61,99.53
Karnataka,Chamrajanagar,KARNATAKA - CHAMRAJANAGAR,22853.0,7217.0,2015.0,1992.0,23.0,32085.0,1134.14,98.86
Chhattisgarh,Sukma,CHHATTISGARH - SUKMA,22438.0,7559.0,1939.0,1823.0,116.0,31936.0,1157.19,94.02
Himachal Pradesh,Una,HIMACHAL PRADESH - UNA,23787.0,6627.0,1144.0,1144.0,0.0,31558.0,2079.28,100.0
Telangana,Kamareddy,TELANGANA - KAMAREDDY,12160.0,17418.0,1856.0,1855.0,1.0,31434.0,655.17,99.95
Andhra Pradesh,Nandyal,ANDHRA PRADESH - NANDYAL,9089.0,21255.0,845.0,840.0,5.0,31189.0,1075.62,99.41
Chhattisgarh,Uttar Bastar Kanker,CHHATTISGARH - UTTAR BASTAR KANKER,23885.0,6477.0,806.0,798.0,8.0,31168.0,2963.4,99.01
West Bengal,Bardhaman,WEST BENGAL - BARDHAMAN,11528.0,17709.0,1621.0,1619.0,2.0,30858.0,711.17,99.88
West Bengal,Maldah,WEST BENGAL - MALDAH,11496.0,17648.0,1538.0,1538.0,0.0,30682.0,747.46,100.0
