state,date,biometric,demographic,enrolment,total
Maharashtra,2025-10-26,54690.0,41385.0,1299.0,97374.0
Maharashtra,2025-10-27,48629.0,23711.0,1009.0,73349.0
Maharashtra,2025-10-28,28043.0,38542.0,1412.0,67997.0
Maharashtra,2025-10-29,72471.0,95095.0,1358.0,168924.0
Maharashtra,2025-10-30,98774.0,56504.0,8694.0,163972.0
Maharashtra,2025-10-31,94093.0,139596.0,4848.0,238537.0
Maharashtra,2025-11-01,54551.0,53547.0,868.0,108966.0
Maharashtra,2025-11-02,66810.0,11778.0,7977.0,86565.0
Maharashtra,2025-11-03,57677.0,107086.0,1851.0,166614.0
Maharashtra,2025-11-04,61197.0,128580.0,37.0,189814.0
Maharashtra,2025-11-05,95498.0,36512.0,3916.0,135926.0
Maharashtra,2025-11-06,36594.0,132304.0,2026.0,170924.0
Maharashtra,2025-11-07,64319.0,122032.0,3218.0,189569.0
Maharashtra,2025-11-08,101402.0,87269.0,3259.0,191930.0
Maharashtra,2025-11-09,44276.0,8765.0,3784.0,56825.0
Maharashtra,2025-11-10,40054.0,110576.0,4352.0,154982.0
Maharashtra,2025-11-11,69873.0,84052.0,3198.0,157123.0
Maharashtra,2025-11-12,77829.0,160177.0,2364.0,240370.0
Maharashtra,2025-11-13,60069.0,73850.0,1603.0,135522.0
Maharashtra,2025-11-14,53639.0,101250.0,3227.0,158116.0
Maharashtra,2025-11-15,55183.0,116833.0,8329.0,180345.0
Maharashtra,2025-11-16,32214.0,10110.0,2980.0,45304.0
Maharashtra,2025-11-17,34622.0,117720.0,1771.0,154113.0
Maharashtra,2025-11-18,69709.0,150667.0,4819.0,225195.0
Maharashtra,2025-11-19,68294.0,85605.0,7223.0,161122.0
Maharashtra,2025-11-25,73226.0,17333.0,5084.0,95643.0
Maharashtra,2025-12-15,38413.0,22943.0,11392.0,72748.0
Maharashtra,2025-12-22,2.0,21592.0,11049.0,32643.0
Maharashtra,2025-12-23,17.0,61752.0,4922.0,66691.0
Maharashtra,2025-12-25,78712.0,19596.0,3090.0,101398.0
Maharashtra,2025-12-26,55470.0,52452.0,3291.0,111213.0
Maharashtra,2025-12-27,55216.0,56265.0,2181.0,113662.0
Maharashtra,2025-12-28,15264.0,19468.0,3325.0,38057.0
Maharashtra,2025-12-29,36458.0,29365.0,3531.0,69354.0
Manipur,2025-04-01,16868.0,0.0,632.0,17500.0
Manipur,2025-05-01,15802.0,0.0,291.0,16093.0
Manipur,2025-06-01,11300.0,0.0,603.0,11903.0
Manipur,2025-07-01,86754.0,0.0,1626.0,88380.0
Manipur,2025-09-01,980.0,1146.0,190.0,2316.0
Manipur,2025-09-02,1903.0,1563.0,207.0,3673.0
Manipur,2025-09-03,1441.0,1223.0,149.0,2813.0
Manipur,2025-09-04,1719.0,972.0,171.0,2862.0
Manipur,2025-09-05,716.0,1832.0,114.0,2662.0
Manipur,2025-09-06,715.0,1209.0,172.0,2096.0
Manipur,2025-09-07,389.0,743.0,43.0,1175.0
Manipur,2025-09-08,1123.0,1951.0,130.0,3204.0
Manipur,2025-09-09,1452.0,1965.0,105.0,3522.0
Manipur,2025-09-10,1790.0,2151.0,171.0,4112.0
Manipur,2025-09-11,1765.0,1203.0,167.0,3135.0
Manipur,2025-09-12,1655.0,1245.0,95.0,2995.0
Manipur,2025-09-13,326.0,734.0,64.0,1124.0
Manipur,2025-09-14,249.0,166.0,26.0,441.0
Manipur,2025-09-15,1266.0,1012.0,104.0,2382.0
Manipur,2025-09-16,835.0,1034.0,113.0,1982.0
Manipur,2025-09-17,539.0,1044.0,97.0,1680.0
Manipur,2025-09-18,714.0,1162.0,108.0,1984.0
Manipur,2025-09-19,1051.0,724.0,97.0,1872.0
Manipur,2025-09-20,1119.0,1190.0,123.0,2432.0
Manipur,2025-10-13,70.0,482.0,186.0,738.0
Manipur,2025-10-15,1455.0,1805.0,264.0,3524.0
Manipur,2025-10-16,975.0,2293.0,122.0,3390.0
Manipur,2025-10-17,2147.0,1392.0,198.0,3737.0
Manipur,2025-10-18,2414.0,1195.0,177.0,3786.0
Manipur,2025-10-19,2751.0,3223.0,188.0,6162.0
Manipur,2025-10-20,849.0,1828.0,116.0,2793.0
Manipur,2025-10-21,594.0,764.0,37.0,1395.0
Manipur,2025-10-22,24.0,49.0,0.0,73.0
Manipur,2025-10-23,46.0,95.0,1.0,142.0
Manipur,2025-10-24,1317.0,4427.0,164.0,5908.0
Manipur,2025-10-25,2099.0,3448.0,123.0,5670.0
Manipur,2025-10-26,2255.0,6298.0,85.0,8638.0
Manipur,2025-10-27,3356.0,2504.0,73.0,5933.0
Manipur,2025-10-28,1791.0,2897.0,108.0,4796.0
Manipur,2025-10-29,2743.0,7278.0,107.0,10128.0
Manipur,2025-10-30,4832.0,3084.0,381.0,8297.0
Manipur,2025-10-31,4931.0,10938.0,175.0,16044.0
Manipur,2025-11-01,1945.0,7215.0,33.0,9193.0
Manipur,2025-11-02,3300.0,6022.0,371.0,9693.0
Manipur,2025-11-03,2140.0,7666.0,63.0,9869.0
Manipur,2025-11-04,4032.0,7801.0,0.0,11833.0
Manipur,2025-11-05,3534.0,5869.0,249.0,9652.0
Manipur,2025-11-06,1651.0,11287.0,110.0,13048.0
Manipur,2025-11-07,5099.0,7297.0,93.0,12489.0
Manipur,2025-11-08,4737.0,12533.0,150.0,17420.0
Manipur,2025-11-09,3028.0,4887.0,140.0,8055.0
Manipur,2025-11-10,2711.0,9342.0,208.0,12261.0
Manipur,2025-11-11,4008.0,8812.0,116.0,12936.0
Manipur,2025-11-12,4653.0,7092.0,118.0,11863.0
Manipur,2025-11-13,2716.0,4459.0,49.0,7224.0
Manipur,2025-11-14,3777.0,4633.0,83.0,8493.0
Manipur,2025-11-15,2501.0,10583.0,324.0,13408.0
Manipur,2025-11-16,1341.0,1679.0,72.0,3092.0
Manipur,2025-11-17,1273.0,7323.0,62.0,8658.0
Manipur,2025-11-18,2191.0,4903.0,200.0,7294.0
Manipur,2025-11-19,1566.0,3782.0,247.0,5595.0
Manipur,2025-11-25,3281.0,549.0,123.0,3953.0
Manipur,2025-12-15,728.0,877.0,239.0,1844.0
Manipur,2025-12-22,0.0,1474.0,146.0,1620.0
Manipur,2025-12-23,0.0,2458.0,58.0,2516.0
Manipur,2025-12-25,1304.0,1479.0,98.0,2881.0
Manipur,2025-12-26,908.0,1729.0,101.0,2738.0
Manipur,2025-12-27,1070.0,2539.0,111.0,3720.0
Manipur,2025-12-28,1053.0,1030.0,291.0,2374.0
Manipur,2025-12-29,890.0,1111.0,76.0,2077.0
Meghalaya,2025-04-01,11865.0,0.0,30512.0,42377.0
Meghalaya,2025-05-01,11226.0,0.0,17380.0,28606.0
Meghalaya,2025-06-01,10839.0,0.0,13561.0,24400.0
Meghalaya,2025-07-01,14360.0,0.0,23909.0,38269.0
Meghalaya,2025-09-01,417.0,1365.0,680.0,2462.0
Meghalaya,2025-09-02,486.0,869.0,577.0,1932.0
Meghalaya,2025-09-03,339.0,817.0,507.0,1663.0
Meghalaya,2025-09-04,435.0,1101.0,491.0,2027.0
Meghalaya,2025-09-05,422.0,1446.0,496.0,2364.0
Meghalaya,2025-09-06,123.0,154.0,67.0,344.0
Meghalaya,2025-09-07,12.0,22.0,4.0,38.0
Meghalaya,2025-09-08,488.0,1169.0,516.0,2173.0
Meghalaya,2025-09-09,474.0,1231.0,555.0,2260.0
Meghalaya,2025-09-10,433.0,1616.0,446.0,2495.0
Meghalaya,2025-09-11,363.0,845.0,397.0,1605.0
Meghalaya,2025-09-12,560.0,1175.0,536.0,2271.0
Meghalaya,2025-09-13,197.0,306.0,148.0,651.0
Meghalaya,2025-09-14,15.0,21.0,10.0,46.0
Meghalaya,2025-09-15,527.0,1303.0,404.0,2234.0
Meghalaya,2025-09-16,496.0,1120.0,475.0,2091.0
Meghalaya,2025-09-17,413.0,1205.0,324.0,1942.0
Meghalaya,2025-09-18,164.0,561.0,133.0,858.0
Meghalaya,2025-09-19,527.0,855.0,420.0,1802.0
Meghalaya,2025-09-20,182.0,206.0,63.0,451.0
Meghalaya,2025-10-13,4.0,591.0,439.0,1034.0
Meghalaya,2025-10-15,351.0,704.0,504.0,1559.0
Meghalaya,2025-10-16,316.0,1147.0,355.0,1818.0
Meghalaya,2025-10-17,398.0,381.0,136.0,915.0
Meghalaya,2025-10-18,400.0,252.0,172.0,824.0
Meghalaya,2025-10-19,349.0,189.0,160.0,698.0
Meghalaya,2025-10-20,45.0,42.0,44.0,131.0
Meghalaya,2025-10-21,43.0,136.0,116.0,295.0
Meghalaya,2025-10-22,6.0,18.0,35.0,59.0
Meghalaya,2025-10-23,5.0,53.0,282.0,340.0
Meghalaya,2025-10-24,472.0,1647.0,314.0,2433.0
Meghalaya,2025-10-25,962.0,1247.0,400.0,2609.0
Meghalaya,2025-10-26,486.0,852.0,272.0,1610.0
Meghalaya,2025-10-27,369.0,469.0,415.0,1253.0
Meghalaya,2025-10-28,437.0,463.0,344.0,1244.0
Meghalaya,2025-10-29,449.0,1102.0,117.0,1668.0
Meghalaya,2025-10-30,1545.0,409.0,456.0,2410.0
Meghalaya,2025-10-31,1195.0,1193.0,443.0,2831.0
Meghalaya,2025-11-01,188.0,334.0,373.0,895.0
Meghalaya,2025-11-02,65.0,111.0,92.0,268.0
Meghalaya,2025-11-03,479.0,947.0,401.0,1827.0
Meghalaya,2025-11-04,704.0,683.0,5.0,1392.0
Meghalaya,2025-11-05,968.0,542.0,568.0,2078.0
Meghalaya,2025-11-06,307.0,719.0,219.0,1245.0
Meghalaya,2025-11-07,415.0,267.0,104.0,786.0
Meghalaya,2025-11-08,136.0,246.0,210.0,592.0
Meghalaya,2025-11-09,90.0,57.0,60.0,207.0
Meghalaya,2025-11-10,402.0,666.0,407.0,1475.0
Meghalaya,2025-11-11,593.0,442.0,387.0,1422.0
Meghalaya,2025-11-12,654.0,472.0,547.0,1673.0
Meghalaya,2025-11-13,364.0,272.0,353.0,989.0
Meghalaya,2025-11-14,229.0,251.0,332.0,812.0
Meghalaya,2025-11-15,151.0,226.0,344.0,721.0
Meghalaya,2025-11-16,77.0,96.0,119.0,292.0
Meghalaya,2025-11-17,91.0,810.0,192.0,1093.0
Meghalaya,2025-11-18,253.0,504.0,427.0,1184.0
Meghalaya,2025-11-19,253.0,524.0,434.0,1211.0
Meghalaya,2025-11-25,871.0,135.0,399.0,1405.0
Meghalaya,2025-12-15,300.0,585.0,538.0,1423.0
Meghalaya,2025-12-22,0.0,105.0,42.0,147.0
Meghalaya,2025-12-23,0.0,270.0,21.0,291.0
Meghalaya,2025-12-25,117.0,31.0,442.0,590.0
Meghalaya,2025-12-26,62.0,86.0,68.0,216.0
Meghalaya,2025-12-27,52.0,143.0,272.0,467.0
Meghalaya,2025-12-28,15.0,67.0,138.0,220.0
Meghalaya,2025-12-29,78.0,90.0,67.0,235.0
Mizoram,2025-04-01,24235.0,2110.0,368.0,26713.0
Mizoram,2025-05-01,7920.0,490.0,737.0,9147.0
Mizoram,2025-06-01,7384.0,2672.0,311.0,10367.0
Mizoram,2025-07-01,8161.0,430.0,875.0,9466.0
Mizoram,2025-09-01,302.0,296.0,54.0,652.0
Mizoram,2025-09-02,655.0,297.0,63.0,1015.0
Mizoram,2025-09-03,314.0,302.0,56.0,672.0
Mizoram,2025-09-04,441.0,373.0,51.0,865.0
Mizoram,2025-09-05,160.0,85.0,28.0,273.0
Mizoram,2025-09-06,157.0,51.0,32.0,240.0
Mizoram,2025-09-07,19.0,8.0,3.0,30.0
Mizoram,2025-09-08,333.0,373.0,44.0,750.0
Mizoram,2025-09-09,293.0,336.0,99.0,728.0
Mizoram,2025-09-10,261.0,485.0,77.0,823.0
Mizoram,2025-09-11,218.0,216.0,39.0,473.0
Mizoram,2025-09-12,200.0,242.0,35.0,477.0
Mizoram,2025-09-13,229.0,141.0,37.0,407.0
Mizoram,2025-09-14,35.0,7.0,2.0,44.0
Mizoram,2025-09-15,580.0,421.0,48.0,1049.0
Mizoram,2025-09-16,484.0,367.0,63.0,914.0
Mizoram,2025-09-17,551.0,410.0,85.0,1046.0
Mizoram,2025-09-18,560.0,360.0,47.0,967.0
Mizoram,2025-09-19,581.0,249.0,57.0,887.0
Mizoram,2025-09-20,470.0,213.0,50.0,733.0
Mizoram,2025-10-13,5.0,203.0,39.0,247.0
Mizoram,2025-10-15,272.0,348.0,86.0,706.0
Mizoram,2025-10-16,243.0,501.0,39.0,783.0
Mizoram,2025-10-17,629.0,237.0,79.0,945.0
Mizoram,2025-10-18,703.0,118.0,91.0,912.0
Mizoram,2025-10-19,412.0,199.0,58.0,669.0
Mizoram,2025-10-20,51.0,84.0,34.0,169.0
Mizoram,2025-10-21,64.0,134.0,23.0,221.0
Mizoram,2025-10-22,10.0,21.0,0.0,31.0
Mizoram,2025-10-23,23.0,29.0,14.0,66.0
Mizoram,2025-10-24,496.0,653.0,99.0,1248.0
Mizoram,2025-10-25,617.0,468.0,75.0,1160.0
Mizoram,2025-10-26,380.0,350.0,32.0,762.0
Mizoram,2025-10-27,333.0,196.0,68.0,597.0
Mizoram,2025-10-28,246.0,143.0,37.0,426.0
Mizoram,2025-10-29,324.0,260.0,24.0,608.0
Mizoram,2025-10-30,436.0,86.0,76.0,598.0
Mizoram,2025-10-31,307.0,423.0,80.0,810.0
Mizoram,2025-11-01,173.0,172.0,22.0,367.0
Mizoram,2025-11-02,82.0,49.0,71.0,202.0
Mizoram,2025-11-03,172.0,311.0,29.0,512.0
Mizoram,2025-11-04,144.0,190.0,1.0,335.0
Mizoram,2025-11-05,151.0,117.0,59.0,327.0
Mizoram,2025-11-06,117.0,441.0,34.0,592.0
Mizoram,2025-11-07,257.0,282.0,28.0,567.0
Mizoram,2025-11-08,112.0,145.0,56.0,313.0
Mizoram,2025-11-09,55.0,21.0,46.0,122.0
Mizoram,2025-11-10,80.0,243.0,33.0,356.0
Mizoram,2025-11-11,223.0,253.0,71.0,547.0
Mizoram,2025-11-12,346.0,204.0,77.0,627.0
Mizoram,2025-11-13,238.0,241.0,39.0,518.0
Mizoram,2025-11-14,259.0,123.0,48.0,430.0
Mizoram,2025-11-15,162.0,265.0,98.0,525.0
Mizoram,2025-11-16,64.0,58.0,47.0,169.0
Mizoram,2025-11-17,142.0,369.0,29.0,540.0
Mizoram,2025-11-18,244.0,300.0,52.0,596.0
Mizoram,2025-11-19,141.0,240.0,95.0,476.0
Mizoram,2025-11-25,606.0,40.0,32.0,678.0
Mizoram,2025-12-15,222.0,165.0,74.0,461.0
Mizoram,2025-12-22,0.0,111.0,20.0,131.0
Mizoram,2025-12-23,0.0,123.0,5.0,128.0
Mizoram,2025-12-25,71.0,38.0,22.0,131.0
Mizoram,2025-12-26,26.0,31.0,29.0,86.0
Mizoram,2025-12-27,43.0,78.0,72.0,193.0
Mizoram,2025-12-28,44.0,31.0,105.0,180.0
Mizoram,2025-12-29,57.0,69.0,75.0,201.0
Nagaland,2025-04-01,14868.0,0.0,3506.0,18374.0
Nagaland,2025-05-01,14167.0,0.0,666.0,14833.0
Nagaland,2025-06-01,11325.0,0.0,739.0,12064.0
Nagaland,2025-07-01,13864.0,0.0,4169.0,18033.0
Nagaland,2025-09-01,466.0,306.0,123.0,895.0
Nagaland,2025-09-02,592.0,321.0,153.0,1066.0
Nagaland,2025-09-03,461.0,270.0,110.0,841.0
Nagaland,2025-09-04,503.0,355.0,98.0,956.0
Nagaland,2025-09-05,258.0,303.0,82.0,643.0
Nagaland,2025-09-06,389.0,168.0,60.0,617.0
Nagaland,2025-09-07,32.0,51.0,24.0,107.0
Nagaland,2025-09-08,669.0,471.0,120.0,1260.0
Nagaland,2025-09-09,552.0,440.0,114.0,1106.0
Nagaland,2025-09-10,493.0,529.0,83.0,1105.0
Nagaland,2025-09-11,593.0,235.0,79.0,907.0
Nagaland,2025-09-12,612.0,363.0,124.0,1099.0
Nagaland,2025-09-13,208.0,200.0,32.0,440.0
Nagaland,2025-09-14,19.0,23.0,14.0,56.0
Nagaland,2025-09-15,543.0,389.0,95.0,1027.0
Nagaland,2025-09-16,501.0,337.0,102.0,940.0
Nagaland,2025-09-17,635.0,579.0,75.0,1289.0
Nagaland,2025-09-18,604.0,366.0,94.0,1064.0
Nagaland,2025-09-19,888.0,253.0,107.0,1248.0
Nagaland,2025-09-20,657.0,352.0,121.0,1130.0
Nagaland,2025-10-13,6.0,152.0,79.0,237.0
Nagaland,2025-10-15,518.0,458.0,177.0,1153.0
Nagaland,2025-10-16,614.0,751.0,100.0,1465.0
Nagaland,2025-10-17,797.0,241.0,102.0,1140.0
Nagaland,2025-10-18,950.0,152.0,140.0,1242.0
Nagaland,2025-10-19,759.0,423.0,179.0,1361.0
Nagaland,2025-10-20,111.0,184.0,68.0,363.0
Nagaland,2025-10-21,90.0,87.0,53.0,230.0
Nagaland,2025-10-22,8.0,32.0,6.0,46.0
Nagaland,2025-10-23,28.0,41.0,2.0,71.0
Nagaland,2025-10-24,689.0,917.0,182.0,1788.0
Nagaland,2025-10-25,1413.0,581.0,179.0,2173.0
Nagaland,2025-10-26,670.0,450.0,158.0,1278.0
Nagaland,2025-10-27,603.0,246.0,132.0,981.0
Nagaland,2025-10-28,477.0,260.0,62.0,799.0
Nagaland,2025-10-29,474.0,578.0,45.0,1097.0
Nagaland,2025-10-30,1140.0,298.0,160.0,1598.0
Nagaland,2025-10-31,736.0,538.0,146.0,1420.0
Nagaland,2025-11-01,331.0,288.0,86.0,705.0
Nagaland,2025-11-02,274.0,139.0,65.0,478.0
Nagaland,2025-11-03,520.0,538.0,58.0,1116.0
Nagaland,2025-11-04,271.0,487.0,1.0,759.0
Nagaland,2025-11-05,440.0,298.0,124.0,862.0
Nagaland,2025-11-06,375.0,521.0,52.0,948.0
Nagaland,2025-11-07,836.0,341.0,96.0,1273.0
Nagaland,2025-11-08,715.0,189.0,236.0,1140.0
Nagaland,2025-11-09,218.0,34.0,80.0,332.0
Nagaland,2025-11-10,393.0,288.0,79.0,760.0
Nagaland,2025-11-11,773.0,267.0,61.0,1101.0
Nagaland,2025-11-12,699.0,235.0,78.0,1012.0
Nagaland,2025-11-13,555.0,258.0,49.0,862.0
Nagaland,2025-11-14,403.0,178.0,54.0,635.0
Nagaland,2025-11-15,363.0,247.0,97.0,707.0
Nagaland,2025-11-16,136.0,117.0,49.0,302.0
Nagaland,2025-11-17,255.0,419.0,35.0,709.0
Nagaland,2025-11-18,623.0,329.0,53.0,1005.0
Nagaland,2025-11-19,416.0,253.0,63.0,732.0
Nagaland,2025-11-25,1202.0,59.0,36.0,1297.0
Nagaland,2025-12-15,499.0,234.0,49.0,782.0
Nagaland,2025-12-22,0.0,100.0,13.0,113.0
Nagaland,2025-12-23,0.0,374.0,3.0,377.0
Nagaland,2025-12-25,171.0,53.0,31.0,255.0
Nagaland,2025-12-26,110.0,126.0,25.0,261.0
Nagaland,2025-12-27,102.0,106.0,25.0,233.0
Nagaland,2025-12-28,121.0,60.0,51.0,232.0
Nagaland,2025-12-29,147.0,75.0,20.0,242.0
Nagpur,2025-12-22,0.0,1.0,0.0,1.0
ODISHA,2025-09-01,0.0,2.0,0.0,2.0
ODISHA,2025-09-02,1.0,0.0,0.0,1.0
ODISHA,2025-09-04,3.0,0.0,0.0,3.0
ODISHA,2025-09-05,1.0,0.0,0.0,1.0
ODISHA,2025-09-06,1.0,0.0,0.0,1.0
ODISHA,2025-09-11,0.0,2.0,0.0,2.0
ODISHA,2025-09-12,1.0,0.0,0.0,1.0
ODISHA,2025-09-15,1.0,0.0,0.0,1.0
ODISHA,2025-09-16,0.0,2.0,0.0,2.0
ODISHA,2025-09-17,1.0,0.0,1.0,2.0
ODISHA,2025-09-19,1.0,1.0,0.0,2.0
ODISHA,2025-10-16,0.0,1.0,0.0,1.0
ODISHA,2025-10-17,1.0,0.0,0.0,1.0
ODISHA,2025-10-18,2.0,0.0,0.0,2.0
ODISHA,2025-10-20,2.0,0.0,0.0,2.0
ODISHA,2025-10-24,0.0,4.0,0.0,4.0
ODISHA,2025-10-25,0.0,1.0,0.0,1.0
ODISHA,2025-10-26,1.0,0.0,0.0,1.0
ODISHA,2025-10-30,4.0,0.0,0.0,4.0
ODISHA,2025-10-31,0.0,4.0,0.0,4.0
ODISHA,2025-11-01,0.0,1.0,0.0,1.0
ODISHA,2025-11-03,1.0,0.0,0.0,1.0
ODISHA,2025-11-05,0.0,2.0,0.0,2.0
ODISHA,2025-11-06,0.0,4.0,0.0,4.0
ODISHA,2025-11-10,0.0,1.0,0.0,1.0
ODISHA,2025-11-11,0.0,1.0,0.0,1.0
ODISHA,2025-11-12,1.0,2.0,0.0,3.0
ODISHA,2025-11-17,0.0,4.0,0.0,4.0
ODISHA,2025-11-18,0.0,3.0,0.0,3.0
ODISHA,2025-11-19,2.0,0.0,0.0,2.0
ODISHA,2025-12-26,2.0,0.0,0.0,2.0
ODISHA,2025-12-27,0.0,2.0,0.0,2.0
ODISHA,2025-12-28,0.0,1.0,0.0,1.0
ODISHA,2025-12-29,1.0,0.0,0.0,1.0
Odisha,2025-04-01,290862.0,0.0,276.0,291138.0
Odisha,2025-05-01,289189.0,0.0,0.0,289189.0
Odisha,2025-06-01,267825.0,0.0,0.0,267825.0
Odisha,2025-07-01,318143.0,8622.0,529.0,327294.0
Odisha,2025-09-01,16400.0,13610.0,3434.0,33444.0
Odisha,2025-09-02,15440.0,8636.0,2488.0,26564.0
Odisha,2025-09-03,11167.0,8391.0,2334.0,21892.0
Odisha,2025-09-04,14096.0,9627.0,2485.0,26208.0
Odisha,2025-09-05,6892.0,9122.0,1439.0,17453.0
Odisha,2025-09-06,12121.0,10392.0,2654.0,25167.0
Odisha,2025-09-07,496.0,1027.0,108.0,1631.0
Odisha,2025-09-08,15682.0,13189.0,3509.0,32380.0
Odisha,2025-09-09,14337.0,12150.0,3113.0,29600.0
Odisha,2025-09-10,12495.0,14935.0,2857.0,30287.0
Odisha,2025-09-11,12694.0,9391.0,2536.0,24621.0
Odisha,2025-09-12,12352.0,10818.0,2694.0,25864.0
Odisha,2025-09-13,8685.0,10903.0,1758.0,21346.0
Odisha,2025-09-14,626.0,918.0,132.0,1676.0
Odisha,2025-09-15,13316.0,11746.0,1852.0,26914.0
Odisha,2025-09-16,12567.0,10007.0,2086.0,24660.0
Odisha,2025-09-17,7013.0,8920.0,1228.0,17161.0
Odisha,2025-09-18,12589.0,11795.0,2013.0,26397.0
Odisha,2025-09-19,12305.0,8793.0,2327.0,23425.0
Odisha,2025-09-20,9867.0,9867.0,1669.0,21403.0
Odisha,2025-10-13,509.0,4985.0,1706.0,7200.0
Odisha,2025-10-15,9818.0,10333.0,2357.0,22508.0
Odisha,2025-10-16,7905.0,13539.0,1303.0,22747.0
Odisha,2025-10-17,15538.0,4980.0,2965.0,23483.0
Odisha,2025-10-18,18502.0,3602.0,1943.0,24047.0
Odisha,2025-10-19,13813.0,7255.0,2212.0,23280.0
Odisha,2025-10-20,1834.0,2565.0,436.0,4835.0
Odisha,2025-10-21,1321.0,1797.0,257.0,3375.0
Odisha,2025-10-22,20.0,195.0,6.0,221.0
Odisha,2025-10-23,140.0,453.0,9.0,602.0
Odisha,2025-10-24,11228.0,15543.0,1175.0,27946.0
Odisha,2025-10-25,26925.0,15043.0,1805.0,43773.0
Odisha,2025-10-26,26280.0,11587.0,671.0,38538.0
Odisha,2025-10-27,16305.0,7368.0,819.0,24492.0
Odisha,2025-10-28,8790.0,7133.0,854.0,16777.0
Odisha,2025-10-29,10505.0,8679.0,745.0,19929.0
Odisha,2025-10-30,19368.0,4621.0,2729.0,26718.0
Odisha,2025-10-31,22549.0,14491.0,1696.0,38736.0
Odisha,2025-11-01,15636.0,7031.0,408.0,23075.0
Odisha,2025-11-02,5279.0,3099.0,2746.0,11124.0
Odisha,2025-11-03,14268.0,13076.0,623.0,27967.0
Odisha,2025-11-04,12613.0,10699.0,67.0,23379.0
Odisha,2025-11-05,4052.0,3460.0,1192.0,8704.0
Odisha,2025-11-06,6686.0,12388.0,822.0,19896.0
Odisha,2025-11-07,21985.0,8471.0,770.0,31226.0
Odisha,2025-11-08,14335.0,7032.0,778.0,22145.0
Odisha,2025-11-09,1102.0,1098.0,1177.0,3377.0
Odisha,2025-11-10,12884.0,7715.0,1219.0,21818.0
Odisha,2025-11-11,8826.0,7120.0,1152.0,17098.0
Odisha,2025-11-12,15290.0,6674.0,589.0,22553.0
Odisha,2025-11-13,14424.0,8164.0,583.0,23171.0
Odisha,2025-11-14,11099.0,5128.0,915.0,17142.0
Odisha,2025-11-15,9465.0,9666.0,1645.0,20776.0
Odisha,2025-11-16,2351.0,2708.0,1526.0,6585.0
Odisha,2025-11-17,6957.0,9220.0,601.0,16778.0
Odisha,2025-11-18,13784.0,9326.0,1486.0,24596.0
Odisha,2025-11-19,13238.0,6447.0,2885.0,22570.0
Odisha,2025-11-25,12135.0,1898.0,1532.0,15565.0
Odisha,2025-12-15,8615.0,4798.0,3684.0,17097.0
Odisha,2025-12-22,0.0,5946.0,3209.0,9155.0
Odisha,2025-12-23,9.0,12105.0,1552.0,13666.0
Odisha,2025-12-25,18339.0,4691.0,1128.0,24158.0
Odisha,2025-12-26,11436.0,11436.0,1049.0,23921.0
Odisha,2025-12-27,9573.0,12394.0,1215.0,23182.0
Odisha,2025-12-28,3952.0,6524.0,2105.0,12581.0
Odisha,2025-12-29,8348.0,4900.0,1079.0,14327.0
Orissa,2025-04-01,6786.0,0.0,0.0,6786.0
Orissa,2025-05-01,6247.0,0.0,0.0,6247.0
Orissa,2025-06-01,4256.0,0.0,0.0,4256.0
Orissa,2025-07-01,7165.0,0.0,0.0,7165.0
Orissa,2025-09-01,586.0,497.0,106.0,1189.0
Orissa,2025-09-02,491.0,399.0,73.0,963.0
Orissa,2025-09-03,368.0,275.0,56.0,699.0
Orissa,2025-09-04,531.0,472.0,85.0,1088.0
Orissa,2025-09-05,195.0,337.0,41.0,573.0
Orissa,2025-09-06,396.0,417.0,82.0,895.0
Orissa,2025-09-07,27.0,48.0,4.0,79.0
Orissa,2025-09-08,531.0,593.0,93.0,1217.0
Orissa,2025-09-09,559.0,480.0,95.0,1134.0
Orissa,2025-09-10,468.0,443.0,83.0,994.0
Orissa,2025-09-11,513.0,414.0,74.0,1001.0
Orissa,2025-09-12,454.0,432.0,89.0,975.0
Orissa,2025-09-13,322.0,434.0,60.0,816.0
Orissa,2025-09-14,34.0,27.0,8.0,69.0
Orissa,2025-09-15,470.0,390.0,62.0,922.0
Orissa,2025-09-16,497.0,352.0,72.0,921.0
Orissa,2025-09-17,314.0,388.0,46.0,748.0
Orissa,2025-09-18,518.0,467.0,95.0,1080.0
Orissa,2025-09-19,472.0,319.0,63.0,854.0
Orissa,2025-09-20,365.0,426.0,66.0,857.0
Orissa,2025-10-13,9.0,178.0,77.0,264.0
Orissa,2025-10-15,302.0,414.0,68.0,784.0
Orissa,2025-10-16,269.0,563.0,33.0,865.0
Orissa,2025-10-17,499.0,201.0,118.0,818.0
Orissa,2025-10-18,490.0,146.0,65.0,701.0
Orissa,2025-10-19,415.0,185.0,95.0,695.0
Orissa,2025-10-20,55.0,104.0,15.0,174.0
Orissa,2025-10-21,34.0,56.0,13.0,103.0
Orissa,2025-10-22,1.0,5.0,0.0,6.0
Orissa,2025-10-23,5.0,33.0,0.0,38.0
Orissa,2025-10-24,368.0,589.0,37.0,994.0
Orissa,2025-10-25,791.0,435.0,62.0,1288.0
Orissa,2025-10-26,671.0,420.0,24.0,1115.0
Orissa,2025-10-27,330.0,238.0,27.0,595.0
Orissa,2025-10-28,236.0,273.0,33.0,542.0
Orissa,2025-10-29,296.0,323.0,33.0,652.0
Orissa,2025-10-30,630.0,166.0,109.0,905.0
Orissa,2025-10-31,630.0,491.0,46.0,1167.0
